query	runtime_sec	exit_code	hits
s5-0006-0015	291	0	0
s5-0006-0016	40	0	0
s5-0006-0017	284	0	0
s5-0006-0018	286	0	0
s5-0006-0019	287	0	0
s5-0006-0020	296	0	0
s5-0006-0021	39	0	0
s5-0006-0022	292	0	0
s5-0006-0023	41	0	0
s5-0006-0024	42	0	0
s5-0006-0025	299	0	0
s5-0006-0026	43	0	0
s5-0006-0027	44	0	0
s5-0006-0028	358	0	0
s5-0006-0029	356	0	0
s5-0006-0030	362	0	0
s5-0006-0031	353	0	0
s5-0007-0000	49	0	0
s5-0007-0001	329	0	0
s5-0007-0002	87	0	0
s5-0007-0003	46	0	0
s5-0007-0004	40	0	0
s5-0007-0005	284	0	0
s5-0007-0006	38	0	0
s5-0007-0007	39	0	0
s5-0007-0008	40	0	0
s5-0007-0009	287	0	0
s5-0007-0010	284	0	0
s5-0007-0011	277	0	0
s5-0007-0012	297	0	5
s5-0007-0013	295	0	0
s5-0007-0014	42	0	0
s5-0007-0015	40	0	0
s5-0007-0016	40	0	0
s5-0007-0017	39	0	0
s5-0007-0018	38	0	0
s5-0007-0019	40	0	0
s5-0007-0020	42	0	0
s5-0007-0021	42	0	0
s5-0007-0022	41	0	0
s5-0007-0023	41	0	0
s5-0007-0024	45	0	0
s5-0007-0025	87	0	0
s5-0007-0026	46	0	0
s5-0007-0027	308	0	0
s5-0007-0028	55	0	0
s5-0007-0029	52	0	0
s5-0007-0030	54	0	0
s5-0007-0031	52	0	0
s5-0008-0000	331	0	0
s5-0008-0001	49	0	0
s5-0008-0002	329	0	0
s5-0008-0003	48	0	0
s5-0008-0004	286	0	0
s5-0008-0005	283	0	0
s5-0008-0006	281	0	0
s5-0008-0007	282	0	0
s5-0008-0008	290	0	0
s5-0008-0009	289	0	0
s5-0008-0010	84	0	0
s5-0008-0011	40	0	0
s5-0008-0012	40	0	0
s5-0008-0013	40	0	0
s5-0008-0014	41	0	0
s5-0008-0015	41	0	0
s5-0008-0016	286	0	0
s5-0008-0017	285	0	0
s5-0008-0018	41	0	0
s5-0008-0019	284	0	0
s5-0008-0020	282	0	0
s5-0008-0021	292	0	0
s5-0008-0022	293	0	0
s5-0008-0023	285	0	0
s5-0008-0024	304	0	0
s5-0008-0025	43	0	0
s5-0008-0026	42	0	0
s5-0008-0027	42	0	0
s5-0008-0028	359	0	0
s5-0008-0029	363	0	0
s5-0008-0030	55	0	0
s5-0008-0031	56	0	0
s5-0009-0000	323	0	0
s5-0009-0001	322	0	0
s5-0009-0002	330	0	0
s5-0009-0003	321	0	0
s5-0009-0004	288	0	0
s5-0009-0005	287	0	1
s5-0009-0006	288	0	0
s5-0009-0007	285	0	0
s5-0009-0008	287	0	0
s5-0009-0009	289	0	0
s5-0009-0010	290	0	1
s5-0009-0011	292	0	0
s5-0009-0012	298	0	0
s5-0009-0013	298	0	0
s5-0009-0014	294	0	0
s5-0009-0015	290	0	0
s5-0009-0016	285	0	0
s5-0009-0017	279	0	0
s5-0009-0018	286	0	0
s5-0009-0019	289	0	0
s5-0009-0020	297	0	0
s5-0009-0021	299	0	0
s5-0009-0022	298	0	0
s5-0009-0023	297	0	0
s5-0009-0024	314	0	0
s5-0009-0025	314	0	0
s5-0009-0026	304	0	0
s5-0009-0027	311	0	0
s5-0009-0028	359	0	0
s5-0009-0029	365	0	0
s5-0009-0030	368	0	0
s5-0009-0031	363	0	0
s5-0010-0000	248	0	24
s5-0010-0001	242	0	1
s5-0010-0002	239	0	0
s5-0010-0003	240	0	0
s5-0010-0004	239	0	0
s5-0010-0005	239	0	5
s5-0010-0006	237	0	1
s5-0010-0007	235	0	0
s5-0010-0008	240	0	1
s5-0010-0009	238	0	0
s5-0010-0010	247	0	0
s5-0010-0011	241	0	0
s5-0010-0012	240	0	1
s5-0010-0013	32	0	0
s5-0010-0014	32	0	17
s5-0010-0015	32	0	0
s5-0010-0016	31	0	1
s5-0010-0017	67	0	0
s5-0010-0018	30	0	0
s5-0010-0019	32	0	0
s5-0010-0020	31	0	2
s5-0010-0021	47	0	950
s5-0010-0022	32	0	0
s5-0010-0023	30	0	0
s5-0010-0024	31	0	12
s5-0010-0025	31	0	0
s5-0010-0026	31	0	3
s5-0010-0027	31	0	0
s5-0010-0028	31	0	0
s5-0010-0029	31	0	0
s5-0010-0030	32	0	0
s5-0010-0031	69	0	0
s5-0011-0000	33	0	13
s5-0011-0001	31	0	0
s5-0011-0002	31	0	0
s5-0011-0003	32	0	0
s5-0011-0004	31	0	2
s5-0011-0005	31	0	0
s5-0011-0006	33	0	3
s5-0011-0007	29	0	0
s5-0011-0008	32	0	2
s5-0011-0009	32	0	0
s5-0011-0010	34	0	0
s5-0011-0011	31	0	0
s5-0011-0012	73	0	22
s5-0011-0013	31	0	4
s5-0011-0014	35	0	18
s5-0011-0015	33	0	7
s5-0011-0016	31	0	2
s5-0011-0017	31	0	0
s5-0011-0018	31	0	0
s5-0011-0019	30	0	0
s5-0011-0020	32	0	9
s5-0011-0021	33	0	0
s5-0011-0022	31	0	0
s5-0011-0023	32	0	0
s5-0011-0024	35	0	3
s5-0011-0025	69	0	1
s5-0011-0026	30	0	0
s5-0011-0027	31	0	0
s5-0011-0028	31	0	0
s5-0011-0029	30	0	0
s5-0011-0030	32	0	0
s5-0011-0031	31	0	0
s5-0012-0000	337	0	0
s5-0012-0001	332	0	0
s5-0012-0002	327	0	0
s5-0012-0003	326	0	2
s5-0012-0004	288	0	2
s5-0012-0005	284	0	0
s5-0012-0006	288	0	1
s5-0012-0007	281	0	0
s5-0012-0008	289	0	0
s5-0012-0009	286	0	0
s5-0012-0010	293	0	0
s5-0012-0011	40	0	1
s5-0012-0012	297	0	1
s5-0012-0013	300	0	0
s5-0012-0014	40	0	0
s5-0012-0015	40	0	0
s5-0012-0016	40	0	2
s5-0012-0017	41	0	0
s5-0012-0018	40	0	0
s5-0012-0019	86	0	2
s5-0012-0020	295	0	0
s5-0012-0021	297	0	0
s5-0012-0022	293	0	0
s5-0012-0023	297	0	0
s5-0012-0024	43	0	0
s5-0012-0025	299	0	0
s5-0012-0026	298	0	0
s5-0012-0027	300	0	0
s5-0012-0028	364	0	0
s5-0012-0029	361	0	0
s5-0012-0030	357	0	0
s5-0012-0031	56	0	0
s5-0013-0000	240	0	162
s5-0013-0001	242	0	31
s5-0013-0002	38	0	58
s5-0013-0003	233	0	11
s5-0013-0004	226	0	17
s5-0013-0005	30	0	1
s5-0013-0006	231	0	31
s5-0013-0007	233	0	8
s5-0013-0008	237	0	61
s5-0013-0009	36	0	6
s5-0013-0010	242	0	24
s5-0013-0011	242	0	1
s5-0013-0012	241	0	105
s5-0013-0013	32	0	19
s5-0013-0014	236	0	180
s5-0013-0015	233	0	21
s5-0013-0016	233	0	19
s5-0013-0017	232	0	4
s5-0013-0018	231	0	11
s5-0013-0019	228	0	2
s5-0013-0020	236	0	12
s5-0013-0021	32	0	0
s5-0013-0022	31	0	4
s5-0013-0023	232	0	0
s5-0013-0024	33	0	67
s5-0013-0025	32	0	41
s5-0013-0026	33	0	30
s5-0013-0027	32	0	18
s5-0013-0028	31	0	0
s5-0013-0029	235	0	0
s5-0013-0030	30	0	0
s5-0013-0031	69	0	0
s5-0014-0000	257	0	31
s5-0014-0001	33	0	9
s5-0014-0002	238	0	7
s5-0014-0003	32	0	8
s5-0014-0004	238	0	4
s5-0014-0005	33	0	0
s5-0014-0006	31	0	4
s5-0014-0007	31	0	2
s5-0014-0008	31	0	4
s5-0014-0009	32	0	2
s5-0014-0010	36	0	27
s5-0014-0011	33	0	2
s5-0014-0012	31	0	0
s5-0014-0013	32	0	1
s5-0014-0014	29	0	0
s5-0014-0015	30	0	0
s5-0014-0016	70	0	3
s5-0014-0017	32	0	2
s5-0014-0018	30	0	0
s5-0014-0019	32	0	0
s5-0014-0020	34	0	1
s5-0014-0021	34	0	1
s5-0014-0022	32	0	2
s5-0014-0023	34	0	1
s5-0014-0024	30	0	2
s5-0014-0025	32	0	1
s5-0014-0026	32	0	1
s5-0014-0027	31	0	0
s5-0014-0028	31	0	0
s5-0014-0029	70	0	0
s5-0014-0030	30	0	0
s5-0014-0031	33	0	0
s5-0015-0000	34	0	10
s5-0015-0001	32	0	2
s5-0015-0002	233	0	5
s5-0015-0003	30	0	1
s5-0015-0004	231	0	0
s5-0015-0005	30	0	0
s5-0015-0006	232	0	4
s5-0015-0007	230	0	0
s5-0015-0008	237	0	4
s5-0015-0009	236	0	1
s5-0015-0010	239	0	0
s5-0015-0011	241	0	0
s5-0015-0012	237	0	13
s5-0015-0013	232	0	1
s5-0015-0014	30	0	2
s5-0015-0015	234	0	1
s5-0015-0016	31	0	0
s5-0015-0017	231	0	0
s5-0015-0018	233	0	0
s5-0015-0019	31	0	0
s5-0015-0020	240	0	3
s5-0015-0021	241	0	0
s5-0015-0022	237	0	0
s5-0015-0023	237	0	0
s5-0015-0024	240	0	11
s5-0015-0025	235	0	0
s5-0015-0026	239	0	2
s5-0015-0027	237	0	0
s5-0015-0028	235	0	0
s5-0015-0029	234	0	0
s5-0015-0030	31	0	0
s5-0015-0031	230	0	0
s5-0016-0000	32	0	5
s5-0016-0001	33	0	0
s5-0016-0002	229	0	1
s5-0016-0003	31	0	7
s5-0016-0004	222	0	2
s5-0016-0005	227	0	0
s5-0016-0006	231	0	1
s5-0016-0007	30	0	0
s5-0016-0008	232	0	2
s5-0016-0009	32	0	0
s5-0016-0010	71	0	0
s5-0016-0011	237	0	2
s5-0016-0012	235	0	0
s5-0016-0013	224	0	0
s5-0016-0014	233	0	1
s5-0016-0015	229	0	0
s5-0016-0016	30	0	1
s5-0016-0017	234	0	1
s5-0016-0018	29	0	0
s5-0016-0019	30	0	0
s5-0016-0020	237	0	0
s5-0016-0021	242	0	0
s5-0016-0022	231	0	0
s5-0016-0023	30	0	0
s5-0016-0024	31	0	2
s5-0016-0025	236	0	0
s5-0016-0026	32	0	2
s5-0016-0027	238	0	4
s5-0016-0028	235	0	0
s5-0016-0029	31	0	0
s5-0016-0030	30	0	0
s5-0016-0031	30	0	0
s5-0017-0000	243	0	5
s5-0017-0001	31	0	0
s5-0017-0002	32	0	0
s5-0017-0003	31	0	0
s5-0017-0004	68	0	1
s5-0017-0005	30	0	0
s5-0017-0006	30	0	0
s5-0017-0007	29	0	0
s5-0017-0008	234	0	2
s5-0017-0009	231	0	0
s5-0017-0010	242	0	3
s5-0017-0011	30	0	0
s5-0017-0012	32	0	9
s5-0017-0013	32	0	6
s5-0017-0014	30	0	0
s5-0017-0015	31	0	0
s5-0017-0016	30	0	0
s5-0017-0017	30	0	0
s5-0017-0018	31	0	1
s5-0017-0019	30	0	0
s5-0017-0020	31	0	0
s5-0017-0021	32	0	0
s5-0017-0022	31	0	0
s5-0017-0023	70	0	0
s5-0017-0024	34	0	2
s5-0017-0025	32	0	3
s5-0017-0026	31	0	0
s5-0017-0027	31	0	0
s5-0017-0028	31	0	0
s5-0017-0029	31	0	0
s5-0017-0030	33	0	0
s5-0017-0031	227	0	0
s5-0018-0000	238	0	1
s5-0018-0001	233	0	0
s5-0018-0002	233	0	0
s5-0018-0003	31	0	0
s5-0018-0004	30	0	0
s5-0018-0005	223	0	0
s5-0018-0006	29	0	0
s5-0018-0007	232	0	0
s5-0018-0008	236	0	0
s5-0018-0009	235	0	0
s5-0018-0010	236	0	0
s5-0018-0011	234	0	0
s5-0018-0012	31	0	0
s5-0018-0013	30	0	0
s5-0018-0014	235	0	0
s5-0018-0015	234	0	0
s5-0018-0016	232	0	0
s5-0018-0017	67	0	0
s5-0018-0018	29	0	0
s5-0018-0019	233	0	0
s5-0018-0020	237	0	0
s5-0018-0021	241	0	0
s5-0018-0022	232	0	0
s5-0018-0023	236	0	0
s5-0018-0024	235	0	0
s5-0018-0025	230	0	0
s5-0018-0026	230	0	0
s5-0018-0027	231	0	0
s5-0018-0028	230	0	0
s5-0018-0029	234	0	0
s5-0018-0030	235	0	0
s5-0018-0031	235	0	0
s5-0019-0000	32	0	0
s5-0019-0001	33	0	0
s5-0019-0002	232	0	0
s5-0019-0003	29	0	0
s5-0019-0004	226	0	0
s5-0019-0005	224	0	0
s5-0019-0006	229	0	0
s5-0019-0007	30	0	0
s5-0019-0008	31	0	0
s5-0019-0009	234	0	0
s5-0019-0010	235	0	0
s5-0019-0011	230	0	0
s5-0019-0012	30	0	0
s5-0019-0013	232	0	0
s5-0019-0014	233	0	0
s5-0019-0015	231	0	0
s5-0019-0016	31	0	0
s5-0019-0017	32	0	0
s5-0019-0018	30	0	0
s5-0019-0019	226	0	0
s5-0019-0020	237	0	0
s5-0019-0021	31	0	0
s5-0019-0022	33	0	0
s5-0019-0023	236	0	0
s5-0019-0024	30	0	0
s5-0019-0025	234	0	0
s5-0019-0026	236	0	0
s5-0019-0027	69	0	0
s5-0019-0028	32	0	0
s5-0019-0029	30	0	0
s5-0019-0030	32	0	0
s5-0019-0031	30	0	0
s5-0020-0000	240	0	6
s5-0020-0001	33	0	1
s5-0020-0002	32	0	1
s5-0020-0003	235	0	0
s5-0020-0004	227	0	6
s5-0020-0005	30	0	0
s5-0020-0006	31	0	0
s5-0020-0007	31	0	0
s5-0020-0008	31	0	3
s5-0020-0009	235	0	0
s5-0020-0010	32	0	0
s5-0020-0011	32	0	0
s5-0020-0012	31	0	19
s5-0020-0013	69	0	5
s5-0020-0014	31	0	0
s5-0020-0015	32	0	0
s5-0020-0016	30	0	2
s5-0020-0017	31	0	1
s5-0020-0018	29	0	0
s5-0020-0019	29	0	0
s5-0020-0020	33	0	0
s5-0020-0021	32	0	0
s5-0020-0022	31	0	0
s5-0020-0023	32	0	0
s5-0020-0024	31	0	7
s5-0020-0025	30	0	4
s5-0020-0026	235	0	1
s5-0020-0027	32	0	0
s5-0020-0028	30	0	0
s5-0020-0029	31	0	0
s5-0020-0030	68	0	0
s5-0020-0031	226	0	0
s5-0021-0000	249	0	10
s5-0021-0001	33	0	4
s5-0021-0002	239	0	1
s5-0021-0003	238	0	0
s5-0021-0004	237	0	1
s5-0021-0005	31	0	0
s5-0021-0006	236	0	0
s5-0021-0007	232	0	0
s5-0021-0008	243	0	0
s5-0021-0009	242	0	0
s5-0021-0010	33	0	1
s5-0021-0011	245	0	2
s5-0021-0012	236	0	0
s5-0021-0013	30	0	0
s5-0021-0014	31	0	0
s5-0021-0015	233	0	0
s5-0021-0016	31	0	2
s5-0021-0017	236	0	0
s5-0021-0018	234	0	0
s5-0021-0019	228	0	0
s5-0021-0020	249	0	2
s5-0021-0021	252	0	0
s5-0021-0022	245	0	0
s5-0021-0023	244	0	0
s5-0021-0024	234	0	1
s5-0021-0025	233	0	0
s5-0021-0026	234	0	0
s5-0021-0027	232	0	0
s5-0021-0028	238	0	0
s5-0021-0029	239	0	0
s5-0021-0030	32	0	0
s5-0021-0031	238	0	0
s5-0022-0000	244	0	3
s5-0022-0001	238	0	1
s5-0022-0002	231	0	0
s5-0022-0003	31	0	0
s5-0022-0004	29	0	0
s5-0022-0005	225	0	0
s5-0022-0006	229	0	0
s5-0022-0007	230	0	0
s5-0022-0008	231	0	1
s5-0022-0009	30	0	2
s5-0022-0010	32	0	0
s5-0022-0011	32	0	0
s5-0022-0012	239	0	0
s5-0022-0013	236	0	1
s5-0022-0014	68	0	0
s5-0022-0015	226	0	0
s5-0022-0016	30	0	0
s5-0022-0017	30	0	1
s5-0022-0018	228	0	0
s5-0022-0019	30	0	0
s5-0022-0020	231	0	2
s5-0022-0021	31	0	0
s5-0022-0022	234	0	0
s5-0022-0023	32	0	0
s5-0022-0024	32	0	0
s5-0022-0025	234	0	2
s5-0022-0026	31	0	6
s5-0022-0027	30	0	0
s5-0022-0028	31	0	0
s5-0022-0029	231	0	0
s5-0022-0030	31	0	0
s5-0022-0031	32	0	0
s5-0023-0000	51	0	0
s5-0023-0001	329	0	0
s5-0023-0002	327	0	0
s5-0023-0003	88	0	0
s5-0023-0004	40	0	0
s5-0023-0005	38	0	0
s5-0023-0006	286	0	0
s5-0023-0007	39	0	0
s5-0023-0008	39	0	0
s5-0023-0009	40	0	0
s5-0023-0010	41	0	0
s5-0023-0011	42	0	0
s5-0023-0012	41	0	0
s5-0023-0013	40	0	0
s5-0023-0014	41	0	0
s5-0023-0015	41	0	0
s5-0023-0016	40	0	0
s5-0023-0017	40	0	0
s5-0023-0018	39	0	0
s5-0023-0019	83	0	0
s5-0023-0020	41	0	0
s5-0023-0021	291	0	0
s5-0023-0022	292	0	0
s5-0023-0023	40	0	0
s5-0023-0024	44	0	0
s5-0023-0025	305	0	0
s5-0023-0026	308	0	0
s5-0023-0027	308	0	0
s5-0023-0028	359	0	0
s5-0023-0029	357	0	0
s5-0023-0030	365	0	0
s5-0023-0031	56	0	0
s5-0024-0000	33	0	5
s5-0024-0001	32	0	0
s5-0024-0002	237	0	0
s5-0024-0003	234	0	0
s5-0024-0004	222	0	1
s5-0024-0005	226	0	0
s5-0024-0006	233	0	0
s5-0024-0007	228	0	0
s5-0024-0008	31	0	2
s5-0024-0009	232	0	0
s5-0024-0010	240	0	3
s5-0024-0011	235	0	0
s5-0024-0012	235	0	9
s5-0024-0013	233	0	6
s5-0024-0014	233	0	0
s5-0024-0015	30	0	0
s5-0024-0016	230	0	0
s5-0024-0017	230	0	0
s5-0024-0018	232	0	1
s5-0024-0019	231	0	0
s5-0024-0020	242	0	0
s5-0024-0021	244	0	0
s5-0024-0022	31	0	0
s5-0024-0023	232	0	0
s5-0024-0024	232	0	2
s5-0024-0025	231	0	3
s5-0024-0026	233	0	0
s5-0024-0027	235	0	0
s5-0024-0028	231	0	0
s5-0024-0029	235	0	0
s5-0024-0030	31	0	0
s5-0024-0031	31	0	0
s5-0025-0000	332	0	0
s5-0025-0001	326	0	0
s5-0025-0002	47	0	0
s5-0025-0003	331	0	0
s5-0025-0004	40	0	0
s5-0025-0005	84	0	0
s5-0025-0006	40	0	0
s5-0025-0007	279	0	0
s5-0025-0008	282	0	0
s5-0025-0009	41	0	0
s5-0025-0010	290	0	0
s5-0025-0011	39	0	0
s5-0025-0012	42	0	0
s5-0025-0013	295	0	0
s5-0025-0014	296	0	0
s5-0025-0015	40	0	0
s5-0025-0016	39	0	0
s5-0025-0017	279	0	0
s5-0025-0018	40	0	0
s5-0025-0019	41	0	0
s5-0025-0020	41	0	0
s5-0025-0021	42	0	0
s5-0025-0022	40	0	0
s5-0025-0023	41	0	0
s5-0025-0024	44	0	0
s5-0025-0025	88	0	0
s5-0025-0026	45	0	0
s5-0025-0027	42	0	0
s5-0025-0028	55	0	0
s5-0025-0029	52	0	0
s5-0025-0030	365	0	0
s5-0025-0031	55	0	0
s5-0026-0000	50	0	0
s5-0026-0001	50	0	0
s5-0026-0002	48	0	0
s5-0026-0003	321	0	0
s5-0026-0004	283	0	0
s5-0026-0005	40	0	0
s5-0026-0006	38	0	0
s5-0026-0007	83	0	0
s5-0026-0008	40	0	0
s5-0026-0009	279	0	0
s5-0026-0010	42	0	0
s5-0026-0011	41	0	0
s5-0026-0012	295	0	0
s5-0026-0013	41	0	0
s5-0026-0014	291	0	0
s5-0026-0015	294	0	0
s5-0026-0016	286	0	0
s5-0026-0017	282	0	0
s5-0026-0018	284	0	0
s5-0026-0019	40	0	0
s5-0026-0020	293	0	0
s5-0026-0021	299	0	0
s5-0026-0022	293	0	0
s5-0026-0023	295	0	0
s5-0026-0024	305	0	0
s5-0026-0025	301	0	0
s5-0026-0026	304	0	0
s5-0026-0027	305	0	0
s5-0026-0028	363	0	0
s5-0026-0029	356	0	0
s5-0026-0030	360	0	0
s5-0026-0031	52	0	0
s5-0027-0000	332	0	0
s5-0027-0001	330	0	0
s5-0027-0002	325	0	1
s5-0027-0003	324	0	0
s5-0027-0004	286	0	0
s5-0027-0005	282	0	4
s5-0027-0006	287	0	0
s5-0027-0007	285	0	0
s5-0027-0008	285	0	0
s5-0027-0009	39	0	0
s5-0027-0010	41	0	1
s5-0027-0011	40	0	0
s5-0027-0012	40	0	0
s5-0027-0013	42	0	0
s5-0027-0014	292	0	0
s5-0027-0015	294	0	0
s5-0027-0016	287	0	0
s5-0027-0017	83	0	0
s5-0027-0018	39	0	0
s5-0027-0019	38	0	0
s5-0027-0020	42	0	0
s5-0027-0021	42	0	0
s5-0027-0022	40	0	0
s5-0027-0023	41	0	0
s5-0027-0024	296	0	0
s5-0027-0025	301	0	0
s5-0027-0026	306	0	0
s5-0027-0027	43	0	0
s5-0027-0028	52	0	0
s5-0027-0029	356	0	0
s5-0027-0030	363	0	0
s5-0027-0031	55	0	0
s5-0028-0000	49	0	0
s5-0028-0001	50	0	0
s5-0028-0002	328	0	0
s5-0028-0003	319	0	1
s5-0028-0004	282	0	1
s5-0028-0005	288	0	0
s5-0028-0006	40	0	2
s5-0028-0007	280	0	4
s5-0028-0008	279	0	1
s5-0028-0009	289	0	0
s5-0028-0010	86	0	0
s5-0028-0011	41	0	0
s5-0028-0012	41	0	1
s5-0028-0013	41	0	0
s5-0028-0014	42	0	0
s5-0028-0015	42	0	0
s5-0028-0016	40	0	3
s5-0028-0017	39	0	2
s5-0028-0018	38	0	0
s5-0028-0019	38	0	2
s5-0028-0020	42	0	0
s5-0028-0021	43	0	0
s5-0028-0022	42	0	0
s5-0028-0023	40	0	0
s5-0028-0024	87	0	0
s5-0028-0025	42	0	0
s5-0028-0026	43	0	0
s5-0028-0027	305	0	0
s5-0028-0028	55	0	0
s5-0028-0029	55	0	0
s5-0028-0030	54	0	0
s5-0028-0031	358	0	0
s5-0029-0000	31	0	4
s5-0029-0001	234	0	0
s5-0029-0002	233	0	0
s5-0029-0003	29	0	0
s5-0029-0004	226	0	0
s5-0029-0005	29	0	0
s5-0029-0006	231	0	0
s5-0029-0007	229	0	0
s5-0029-0008	231	0	0
s5-0029-0009	233	0	0
s5-0029-0010	239	0	8
s5-0029-0011	235	0	0
s5-0029-0012	230	0	2
s5-0029-0013	233	0	0
s5-0029-0014	30	0	2
s5-0029-0015	232	0	0
s5-0029-0016	230	0	0
s5-0029-0017	32	0	0
s5-0029-0018	231	0	0
s5-0029-0019	223	0	0
s5-0029-0020	235	0	0
s5-0029-0021	234	0	0
s5-0029-0022	235	0	0
s5-0029-0023	236	0	0
s5-0029-0024	227	0	0
s5-0029-0025	29	0	1
s5-0029-0026	233	0	0
s5-0029-0027	29	0	0
s5-0029-0028	68	0	0
s5-0029-0029	31	0	0
s5-0029-0030	31	0	0
s5-0029-0031	30	0	0
s5-0030-0000	32	0	0
s5-0030-0001	30	0	0
s5-0030-0002	235	0	0
s5-0030-0003	30	0	0
s5-0030-0004	225	0	0
s5-0030-0005	232	0	0
s5-0030-0006	226	0	0
s5-0030-0007	229	0	0
s5-0030-0008	233	0	0
s5-0030-0009	234	0	1
s5-0030-0010	32	0	0
s5-0030-0011	32	0	0
s5-0030-0012	30	0	0
s5-0030-0013	227	0	1
s5-0030-0014	31	0	0
s5-0030-0015	29	0	0
s5-0030-0016	233	0	0
s5-0030-0017	30	0	0
s5-0030-0018	227	0	0
s5-0030-0019	66	0	0
s5-0030-0020	31	0	0
s5-0030-0021	32	0	0
s5-0030-0022	230	0	0
s5-0030-0023	31	0	0
s5-0030-0024	230	0	0
s5-0030-0025	30	0	1
s5-0030-0026	32	0	0
s5-0030-0027	31	0	0
s5-0030-0028	229	0	0
s5-0030-0029	233	0	0
s5-0030-0030	235	0	0
s5-0030-0031	236	0	0
s5-0031-0000	232	0	4
s5-0031-0001	31	0	0
s5-0031-0002	31	0	0
s5-0031-0003	31	0	0
s5-0031-0004	230	0	0
s5-0031-0005	29	0	0
s5-0031-0006	31	0	0
s5-0031-0007	30	0	0
s5-0031-0008	237	0	1
s5-0031-0009	235	0	0
s5-0031-0010	31	0	1
s5-0031-0011	68	0	0
s5-0031-0012	32	0	31
s5-0031-0013	31	0	0
s5-0031-0014	30	0	2
s5-0031-0015	224	0	0
s5-0031-0016	30	0	0
s5-0031-0017	32	0	0
s5-0031-0018	232	0	0
s5-0031-0019	30	0	0
s5-0031-0020	32	0	0
s5-0031-0021	31	0	0
s5-0031-0022	30	0	0
s5-0031-0023	32	0	0
s5-0031-0024	32	0	3
s5-0031-0025	31	0	1
s5-0031-0026	233	0	0
s5-0031-0027	232	0	0
s5-0031-0028	231	0	0
s5-0031-0029	233	0	0
s5-0031-0030	30	0	0
s5-0031-0031	69	0	0
s5-0032-0000	33	0	1
s5-0032-0001	235	0	0
s5-0032-0002	231	0	0
s5-0032-0003	29	0	0
s5-0032-0004	231	0	0
s5-0032-0005	30	0	0
s5-0032-0006	224	0	0
s5-0032-0007	31	0	0
s5-0032-0008	236	0	0
s5-0032-0009	235	0	0
s5-0032-0010	233	0	0
s5-0032-0011	230	0	0
s5-0032-0012	234	0	0
s5-0032-0013	232	0	0
s5-0032-0014	235	0	0
s5-0032-0015	229	0	0
s5-0032-0016	30	0	0
s5-0032-0017	230	0	0
s5-0032-0018	229	0	0
s5-0032-0019	227	0	0
s5-0032-0020	29	0	0
s5-0032-0021	239	0	0
s5-0032-0022	233	0	0
s5-0032-0023	32	0	0
s5-0032-0024	235	0	0
s5-0032-0025	29	0	0
s5-0032-0026	31	0	0
s5-0032-0027	32	0	0
s5-0032-0028	233	0	0
s5-0032-0029	31	0	0
s5-0032-0030	229	0	0
s5-0032-0031	30	0	0
s5-0033-0000	240	0	0
s5-0033-0001	238	0	0
s5-0033-0002	234	0	0
s5-0033-0003	29	0	0
s5-0033-0004	31	0	0
s5-0033-0005	67	0	0
s5-0033-0006	229	0	0
s5-0033-0007	225	0	0
s5-0033-0008	30	0	0
s5-0033-0009	32	0	0
s5-0033-0010	236	0	0
s5-0033-0011	31	0	0
s5-0033-0012	234	0	0
s5-0033-0013	231	0	0
s5-0033-0014	30	0	0
s5-0033-0015	29	0	0
s5-0033-0016	31	0	0
s5-0033-0017	230	0	0
s5-0033-0018	30	0	0
s5-0033-0019	31	0	0
s5-0033-0020	225	0	0
s5-0033-0021	237	0	0
s5-0033-0022	31	0	0
s5-0033-0023	232	0	0
s5-0033-0024	31	0	0
s5-0033-0025	30	0	0
s5-0033-0026	31	0	0
s5-0033-0027	234	0	0
s5-0033-0028	236	0	0
s5-0033-0029	234	0	0
s5-0033-0030	228	0	0
s5-0033-0031	30	0	0
s5-0034-0000	88	0	0
s5-0034-0001	50	0	0
s5-0034-0002	331	0	0
s5-0034-0003	48	0	1
s5-0034-0004	39	0	0
s5-0034-0005	39	0	0
s5-0034-0006	40	0	0
s5-0034-0007	281	0	0
s5-0034-0008	287	0	0
s5-0034-0009	39	0	0
s5-0034-0010	286	0	0
s5-0034-0011	288	0	0
s5-0034-0012	42	0	0
s5-0034-0013	40	0	0
s5-0034-0014	42	0	0
s5-0034-0015	41	0	0
s5-0034-0016	41	0	1
s5-0034-0017	38	0	0
s5-0034-0018	82	0	0
s5-0034-0019	284	0	0
s5-0034-0020	42	0	0
s5-0034-0021	40	0	0
s5-0034-0022	292	0	0
s5-0034-0023	281	0	0
s5-0034-0024	43	0	0
s5-0034-0025	302	0	0
s5-0034-0026	304	0	0
s5-0034-0027	305	0	0
s5-0034-0028	361	0	0
s5-0034-0029	54	0	0
s5-0034-0030	363	0	0
s5-0034-0031	55	0	0
s5-0035-0000	31	0	0
s5-0035-0001	238	0	0
s5-0035-0002	234	0	0
s5-0035-0003	236	0	0
s5-0035-0004	226	0	0
s5-0035-0005	229	0	0
s5-0035-0006	230	0	0
s5-0035-0007	228	0	0
s5-0035-0008	235	0	0
s5-0035-0009	231	0	0
s5-0035-0010	230	0	0
s5-0035-0011	234	0	0
s5-0035-0012	234	0	0
s5-0035-0013	29	0	0
s5-0035-0014	32	0	0
s5-0035-0015	233	0	0
s5-0035-0016	232	0	0
s5-0035-0017	29	0	0
s5-0035-0018	29	0	0
