query	runtime_sec	exit_code	hits
s5-0035-0019	228	0	0
s5-0035-0020	230	0	0
s5-0035-0021	31	0	0
s5-0035-0022	31	0	0
s5-0035-0023	236	0	0
s5-0035-0024	231	0	0
s5-0035-0025	30	0	0
s5-0035-0026	234	0	0
s5-0035-0027	234	0	0
s5-0035-0028	234	0	0
s5-0035-0029	31	0	0
s5-0035-0030	31	0	0
s5-0035-0031	68	0	0
s5-0036-0000	32	0	36
s5-0036-0001	231	0	2
s5-0036-0002	232	0	3
s5-0036-0003	235	0	0
s5-0036-0004	30	0	0
s5-0036-0005	31	0	0
s5-0036-0006	30	0	0
s5-0036-0007	30	0	3
s5-0036-0008	31	0	0
s5-0036-0009	232	0	0
s5-0036-0010	31	0	0
s5-0036-0011	225	0	0
s5-0036-0012	229	0	12
s5-0036-0013	230	0	0
s5-0036-0014	31	0	16
s5-0036-0015	32	0	0
s5-0036-0016	29	0	0
s5-0036-0017	232	0	0
s5-0036-0018	226	0	0
s5-0036-0019	31	0	0
s5-0036-0020	32	0	25
s5-0036-0021	260	0	859
s5-0036-0022	235	0	0
s5-0036-0023	30	0	0
s5-0036-0024	68	0	1
s5-0036-0025	31	0	0
s5-0036-0026	33	0	0
s5-0036-0027	30	0	0
s5-0036-0028	32	0	0
s5-0036-0029	30	0	0
s5-0036-0030	30	0	0
s5-0036-0031	32	0	0
s5-0037-0000	31	0	5
s5-0037-0001	32	0	1
s5-0037-0002	32	0	4
s5-0037-0003	29	0	0
s5-0037-0004	30	0	0
s5-0037-0005	67	0	0
s5-0037-0006	227	0	1
s5-0037-0007	30	0	0
s5-0037-0008	235	0	1
s5-0037-0009	31	0	1
s5-0037-0010	33	0	0
s5-0037-0011	31	0	0
s5-0037-0012	30	0	5
s5-0037-0013	227	0	16
s5-0037-0014	30	0	1
s5-0037-0015	234	0	16
s5-0037-0016	231	0	0
s5-0037-0017	229	0	0
s5-0037-0018	30	0	0
s5-0037-0019	233	0	0
s5-0037-0020	32	0	2
s5-0037-0021	238	0	0
s5-0037-0022	234	0	0
s5-0037-0023	233	0	0
s5-0037-0024	33	0	2
s5-0037-0025	30	0	0
s5-0037-0026	230	0	30
s5-0037-0027	31	0	0
s5-0037-0028	227	0	0
s5-0037-0029	30	0	0
s5-0037-0030	232	0	0
s5-0037-0031	231	0	0
s5-0038-0000	242	0	93
s5-0038-0001	235	0	8
s5-0038-0002	233	0	25
s5-0038-0003	237	0	40
s5-0038-0004	67	0	2
s5-0038-0005	230	0	0
s5-0038-0006	30	0	17
s5-0038-0007	231	0	34
s5-0038-0008	230	0	27
s5-0038-0009	31	0	1
s5-0038-0010	32	0	5
s5-0038-0011	227	0	10
s5-0038-0012	30	0	26
s5-0038-0013	30	0	4
s5-0038-0014	34	0	125
s5-0038-0015	242	0	258
s5-0038-0016	225	0	12
s5-0038-0017	230	0	2
s5-0038-0018	234	0	40
s5-0038-0019	233	0	0
s5-0038-0020	241	0	1
s5-0038-0021	237	0	0
s5-0038-0022	234	0	0
s5-0038-0023	30	0	0
s5-0038-0024	228	0	25
s5-0038-0025	234	0	13
s5-0038-0026	32	0	27
s5-0038-0027	30	0	0
s5-0038-0028	229	0	0
s5-0038-0029	30	0	0
s5-0038-0030	31	0	0
s5-0038-0031	32	0	0
s5-0039-0000	245	0	1
s5-0039-0001	243	0	0
s5-0039-0002	233	0	0
s5-0039-0003	235	0	0
s5-0039-0004	30	0	0
s5-0039-0005	69	0	0
s5-0039-0006	31	0	0
s5-0039-0007	30	0	0
s5-0039-0008	31	0	0
s5-0039-0009	239	0	0
s5-0039-0010	34	0	0
s5-0039-0011	243	0	0
s5-0039-0012	32	0	0
s5-0039-0013	233	0	0
s5-0039-0014	233	0	0
s5-0039-0015	30	0	0
s5-0039-0016	228	0	0
s5-0039-0017	238	0	0
s5-0039-0018	232	0	0
s5-0039-0019	30	0	0
s5-0039-0020	34	0	0
s5-0039-0021	32	0	0
s5-0039-0022	34	0	0
s5-0039-0023	33	0	0
s5-0039-0024	235	0	0
s5-0039-0025	30	0	0
s5-0039-0026	30	0	0
s5-0039-0027	70	0	0
s5-0039-0028	30	0	0
s5-0039-0029	32	0	0
s5-0039-0030	32	0	0
s5-0039-0031	32	0	0
s5-0040-0000	31	0	0
s5-0040-0001	233	0	1
s5-0040-0002	30	0	0
s5-0040-0003	30	0	1
s5-0040-0004	30	0	1
s5-0040-0005	30	0	0
s5-0040-0006	31	0	0
s5-0040-0007	231	0	0
s5-0040-0008	222	0	1
s5-0040-0009	231	0	0
s5-0040-0010	233	0	0
s5-0040-0011	228	0	0
s5-0040-0012	229	0	0
s5-0040-0013	226	0	0
s5-0040-0014	231	0	0
s5-0040-0015	230	0	0
s5-0040-0016	228	0	1
s5-0040-0017	231	0	0
s5-0040-0018	232	0	0
s5-0040-0019	231	0	0
s5-0040-0020	242	0	0
s5-0040-0021	240	0	0
s5-0040-0022	230	0	0
s5-0040-0023	230	0	0
s5-0040-0024	228	0	0
s5-0040-0025	230	0	0
s5-0040-0026	234	0	0
s5-0040-0027	237	0	0
s5-0040-0028	233	0	0
s5-0040-0029	234	0	0
s5-0040-0030	236	0	0
s5-0040-0031	235	0	0
s5-0041-0000	245	0	122
s5-0041-0001	240	0	21
s5-0041-0002	237	0	23
s5-0041-0003	236	0	4
s5-0041-0004	226	0	4
s5-0041-0005	233	0	27
s5-0041-0006	232	0	9
s5-0041-0007	231	0	0
s5-0041-0008	237	0	32
s5-0041-0009	235	0	0
s5-0041-0010	241	0	9
s5-0041-0011	236	0	0
s5-0041-0012	237	0	51
s5-0041-0013	235	0	65
s5-0041-0014	237	0	11
s5-0041-0015	233	0	4
s5-0041-0016	233	0	16
s5-0041-0017	231	0	1
s5-0041-0018	232	0	36
s5-0041-0019	232	0	4
s5-0041-0020	238	0	9
s5-0041-0021	32	0	8
s5-0041-0022	32	0	1
s5-0041-0023	31	0	0
s5-0041-0024	31	0	66
s5-0041-0025	68	0	14
s5-0041-0026	32	0	98
s5-0041-0027	32	0	35
s5-0041-0028	31	0	0
s5-0041-0029	31	0	0
s5-0041-0030	31	0	0
s5-0041-0031	30	0	0
s5-0042-0000	32	0	3
s5-0042-0001	30	0	0
s5-0042-0002	30	0	0
s5-0042-0003	31	0	0
s5-0042-0004	30	0	0
s5-0042-0005	30	0	1
s5-0042-0006	30	0	0
s5-0042-0007	31	0	0
s5-0042-0008	69	0	0
s5-0042-0009	30	0	0
s5-0042-0010	33	0	0
s5-0042-0011	30	0	0
s5-0042-0012	30	0	1
s5-0042-0013	31	0	3
s5-0042-0014	32	0	0
s5-0042-0015	30	0	1
s5-0042-0016	30	0	0
s5-0042-0017	30	0	0
s5-0042-0018	30	0	0
s5-0042-0019	32	0	1
s5-0042-0020	32	0	4
s5-0042-0021	71	0	0
s5-0042-0022	31	0	0
s5-0042-0023	32	0	0
s5-0042-0024	31	0	11
s5-0042-0025	30	0	2
s5-0042-0026	33	0	38
s5-0042-0027	31	0	13
s5-0042-0028	30	0	0
s5-0042-0029	31	0	0
s5-0042-0030	31	0	0
s5-0042-0031	30	0	0
s5-0043-0000	32	0	0
s5-0043-0001	33	0	1
s5-0043-0002	69	0	0
s5-0043-0003	31	0	4
s5-0043-0004	30	0	1
s5-0043-0005	30	0	0
s5-0043-0006	30	0	0
s5-0043-0007	30	0	0
s5-0043-0008	226	0	2
s5-0043-0009	31	0	0
s5-0043-0010	238	0	0
s5-0043-0011	229	0	0
s5-0043-0012	230	0	0
s5-0043-0013	231	0	0
s5-0043-0014	229	0	0
s5-0043-0015	232	0	0
s5-0043-0016	227	0	0
s5-0043-0017	229	0	2
s5-0043-0018	227	0	0
s5-0043-0019	230	0	0
s5-0043-0020	237	0	0
s5-0043-0021	227	0	0
s5-0043-0022	236	0	0
s5-0043-0023	235	0	0
s5-0043-0024	231	0	0
s5-0043-0025	234	0	2
s5-0043-0026	236	0	0
s5-0043-0027	234	0	0
s5-0043-0028	231	0	0
s5-0043-0029	233	0	0
s5-0043-0030	235	0	0
s5-0043-0031	234	0	0
s5-0044-0000	240	0	2
s5-0044-0001	239	0	0
s5-0044-0002	237	0	1
s5-0044-0003	235	0	0
s5-0044-0004	230	0	0
s5-0044-0005	226	0	0
s5-0044-0006	228	0	0
s5-0044-0007	230	0	0
s5-0044-0008	227	0	0
s5-0044-0009	236	0	0
s5-0044-0010	237	0	0
s5-0044-0011	237	0	0
s5-0044-0012	234	0	0
s5-0044-0013	234	0	0
s5-0044-0014	231	0	0
s5-0044-0015	234	0	0
s5-0044-0016	233	0	0
s5-0044-0017	234	0	0
s5-0044-0018	233	0	0
s5-0044-0019	230	0	0
s5-0044-0020	242	0	0
s5-0044-0021	31	0	0
s5-0044-0022	236	0	0
s5-0044-0023	30	0	0
s5-0044-0024	32	0	2
s5-0044-0025	29	0	0
s5-0044-0026	32	0	28
s5-0044-0027	32	0	0
s5-0044-0028	31	0	0
s5-0044-0029	70	0	0
s5-0044-0030	32	0	0
s5-0044-0031	30	0	0
s5-0045-0000	34	0	54
s5-0045-0001	33	0	8
s5-0045-0002	32	0	3
s5-0045-0003	31	0	0
s5-0045-0004	29	0	7
s5-0045-0005	30	0	1
s5-0045-0006	29	0	0
s5-0045-0007	31	0	0
s5-0045-0008	31	0	3
s5-0045-0009	30	0	0
s5-0045-0010	32	0	0
s5-0045-0011	32	0	0
s5-0045-0012	36	0	27
s5-0045-0013	68	0	7
s5-0045-0014	31	0	10
s5-0045-0015	30	0	1
s5-0045-0016	30	0	3
s5-0045-0017	31	0	1
s5-0045-0018	30	0	0
s5-0045-0019	32	0	0
s5-0045-0020	36	0	114
s5-0045-0021	33	0	26
s5-0045-0022	30	0	0
s5-0045-0023	30	0	0
s5-0045-0024	31	0	9
s5-0045-0025	68	0	0
s5-0045-0026	31	0	8
s5-0045-0027	31	0	0
s5-0045-0028	32	0	0
s5-0045-0029	30	0	0
s5-0045-0030	30	0	0
s5-0045-0031	31	0	0
s5-0046-0000	50	0	2
s5-0046-0001	49	0	0
s5-0046-0002	49	0	1
s5-0046-0003	322	0	0
s5-0046-0004	38	0	3
s5-0046-0005	278	0	0
s5-0046-0006	281	0	1
s5-0046-0007	279	0	0
s5-0046-0008	277	0	0
s5-0046-0009	282	0	0
s5-0046-0010	41	0	9
s5-0046-0011	285	0	0
s5-0046-0012	289	0	2
s5-0046-0013	292	0	0
s5-0046-0014	288	0	0
s5-0046-0015	293	0	0
s5-0046-0016	285	0	0
s5-0046-0017	278	0	0
s5-0046-0018	287	0	0
s5-0046-0019	281	0	0
s5-0046-0020	42	0	0
s5-0046-0021	302	0	0
s5-0046-0022	286	0	0
s5-0046-0023	294	0	0
s5-0046-0024	306	0	0
s5-0046-0025	302	0	0
s5-0046-0026	307	0	3
s5-0046-0027	303	0	0
s5-0046-0028	360	0	0
s5-0046-0029	365	0	0
s5-0046-0030	361	0	0
s5-0046-0031	367	0	0
s5-0047-0000	242	0	0
s5-0047-0001	241	0	0
s5-0047-0002	236	0	0
s5-0047-0003	236	0	0
s5-0047-0004	231	0	0
s5-0047-0005	232	0	0
s5-0047-0006	230	0	0
s5-0047-0007	230	0	0
s5-0047-0008	233	0	0
s5-0047-0009	237	0	0
s5-0047-0010	238	0	0
s5-0047-0011	240	0	0
s5-0047-0012	236	0	0
s5-0047-0013	234	0	0
s5-0047-0014	231	0	0
s5-0047-0015	230	0	0
s5-0047-0016	234	0	0
s5-0047-0017	68	0	0
s5-0047-0018	233	0	0
s5-0047-0019	228	0	0
s5-0047-0020	31	0	0
s5-0047-0021	31	0	0
s5-0047-0022	31	0	0
s5-0047-0023	30	0	0
s5-0047-0024	31	0	0
s5-0047-0025	30	0	0
s5-0047-0026	31	0	0
s5-0047-0027	30	0	0
s5-0047-0028	30	0	0
s5-0047-0029	31	0	0
s5-0047-0030	31	0	0
s5-0047-0031	31	0	0
s5-0048-0000	73	0	15
s5-0048-0001	32	0	4
s5-0048-0002	31	0	0
s5-0048-0003	31	0	0
s5-0048-0004	31	0	5
s5-0048-0005	32	0	5
s5-0048-0006	31	0	2
s5-0048-0007	31	0	0
s5-0048-0008	31	0	2
s5-0048-0009	32	0	1
s5-0048-0010	43	0	69
s5-0048-0011	33	0	0
s5-0048-0012	31	0	0
s5-0048-0013	69	0	0
s5-0048-0014	30	0	0
s5-0048-0015	29	0	0
s5-0048-0016	32	0	5
s5-0048-0017	31	0	16
s5-0048-0018	32	0	0
s5-0048-0019	31	0	0
s5-0048-0020	33	0	3
s5-0048-0021	33	0	7
s5-0048-0022	33	0	0
s5-0048-0023	33	0	7
s5-0048-0024	32	0	4
s5-0048-0025	31	0	0
s5-0048-0026	31	0	9
s5-0048-0027	30	0	0
s5-0048-0028	72	0	0
s5-0048-0029	32	0	0
s5-0048-0030	31	0	0
s5-0048-0031	31	0	0
s5-0049-0000	241	0	8
s5-0049-0001	240	0	0
s5-0049-0002	238	0	2
s5-0049-0003	237	0	3
s5-0049-0004	32	0	1
s5-0049-0005	228	0	0
s5-0049-0006	231	0	0
s5-0049-0007	222	0	0
s5-0049-0008	229	0	3
s5-0049-0009	236	0	0
s5-0049-0010	243	0	0
s5-0049-0011	240	0	1
s5-0049-0012	237	0	0
s5-0049-0013	234	0	0
s5-0049-0014	233	0	0
s5-0049-0015	234	0	0
s5-0049-0016	234	0	0
s5-0049-0017	233	0	0
s5-0049-0018	29	0	0
s5-0049-0019	234	0	1
s5-0049-0020	245	0	22
s5-0049-0021	31	0	3
s5-0049-0022	32	0	0
s5-0049-0023	31	0	0
s5-0049-0024	31	0	2
s5-0049-0025	230	0	0
s5-0049-0026	31	0	0
s5-0049-0027	230	0	0
s5-0049-0028	227	0	0
s5-0049-0029	233	0	0
s5-0049-0030	230	0	0
s5-0049-0031	229	0	0
s5-0050-0000	45	0	585
s5-0050-0001	240	0	70
s5-0050-0002	234	0	60
s5-0050-0003	238	0	6
s5-0050-0004	233	0	74
s5-0050-0005	38	0	452
s5-0050-0006	232	0	47
s5-0050-0007	231	0	8
s5-0050-0008	241	0	74
s5-0050-0009	239	0	3
s5-0050-0010	294	0	1752
s5-0050-0011	34	0	93
s5-0050-0012	32	0	39
s5-0050-0013	32	0	53
s5-0050-0014	235	0	0
s5-0050-0015	68	0	0
s5-0050-0016	241	0	135
s5-0050-0017	238	0	23
s5-0050-0018	238	0	8
s5-0050-0019	31	0	1
s5-0050-0020	253	0	42
s5-0050-0021	261	0	213
s5-0050-0022	238	0	5
s5-0050-0023	33	0	0
s5-0050-0024	32	0	40
s5-0050-0025	30	0	3
s5-0050-0026	34	0	116
s5-0050-0027	31	0	1
s5-0050-0028	35	0	10
s5-0050-0029	30	0	15
s5-0050-0030	31	0	0
s5-0050-0031	32	0	0
s5-0051-0000	34	0	31
s5-0051-0001	32	0	5
s5-0051-0002	233	0	6
s5-0051-0003	233	0	3
s5-0051-0004	67	0	1
s5-0051-0005	230	0	9
s5-0051-0006	230	0	6
s5-0051-0007	30	0	0
s5-0051-0008	31	0	10
s5-0051-0009	30	0	0
s5-0051-0010	33	0	1
s5-0051-0011	31	0	0
s5-0051-0012	31	0	66
s5-0051-0013	30	0	0
s5-0051-0014	30	0	11
s5-0051-0015	31	0	0
s5-0051-0016	31	0	2
s5-0051-0017	30	0	0
s5-0051-0018	30	0	7
s5-0051-0019	67	0	0
s5-0051-0020	32	0	4
s5-0051-0021	32	0	7
s5-0051-0022	32	0	1
s5-0051-0023	30	0	0
s5-0051-0024	32	0	16
s5-0051-0025	31	0	2
s5-0051-0026	235	0	56
s5-0051-0027	33	0	22
s5-0051-0028	233	0	0
s5-0051-0029	237	0	0
s5-0051-0030	233	0	0
s5-0051-0031	234	0	0
s5-0052-0000	240	0	4
s5-0052-0001	238	0	0
s5-0052-0002	236	0	0
s5-0052-0003	30	0	0
s5-0052-0004	230	0	0
s5-0052-0005	228	0	0
s5-0052-0006	231	0	0
s5-0052-0007	231	0	1
s5-0052-0008	31	0	0
s5-0052-0009	30	0	1
s5-0052-0010	239	0	0
s5-0052-0011	236	0	0
s5-0052-0012	235	0	2
s5-0052-0013	235	0	9
s5-0052-0014	31	0	2
s5-0052-0015	231	0	1
s5-0052-0016	31	0	0
s5-0052-0017	233	0	0
s5-0052-0018	67	0	0
s5-0052-0019	233	0	0
s5-0052-0020	235	0	0
s5-0052-0021	236	0	0
s5-0052-0022	232	0	0
s5-0052-0023	29	0	0
s5-0052-0024	233	0	8
s5-0052-0025	226	0	0
s5-0052-0026	232	0	10
s5-0052-0027	29	0	0
s5-0052-0028	30	0	0
s5-0052-0029	31	0	0
s5-0052-0030	31	0	0
s5-0052-0031	32	0	0
s5-0053-0000	238	0	31
s5-0053-0001	234	0	6
s5-0053-0002	232	0	4
s5-0053-0003	231	0	8
s5-0053-0004	228	0	8
s5-0053-0005	224	0	4
s5-0053-0006	230	0	5
s5-0053-0007	223	0	1
s5-0053-0008	231	0	13
s5-0053-0009	30	0	1
s5-0053-0010	30	0	0
s5-0053-0011	235	0	3
s5-0053-0012	31	0	42
s5-0053-0013	231	0	10
s5-0053-0014	235	0	10
s5-0053-0015	32	0	3
s5-0053-0016	32	0	2
s5-0053-0017	30	0	6
s5-0053-0018	221	0	10
s5-0053-0019	230	0	0
s5-0053-0020	69	0	10
s5-0053-0021	53	0	213
s5-0053-0022	232	0	2
s5-0053-0023	30	0	0
s5-0053-0024	31	0	28
s5-0053-0025	32	0	15
s5-0053-0026	31	0	63
s5-0053-0027	32	0	0
s5-0053-0028	236	0	0
s5-0053-0029	232	0	0
s5-0053-0030	234	0	0
s5-0053-0031	234	0	0
s5-0054-0000	31	0	22
s5-0054-0001	238	0	3
s5-0054-0002	29	0	4
s5-0054-0003	31	0	2
s5-0054-0004	30	0	0
s5-0054-0005	31	0	3
s5-0054-0006	31	0	6
s5-0054-0007	67	0	0
s5-0054-0008	31	0	7
s5-0054-0009	29	0	0
s5-0054-0010	31	0	0
s5-0054-0011	31	0	0
s5-0054-0012	31	0	27
s5-0054-0013	30	0	0
s5-0054-0014	31	0	5
s5-0054-0015	31	0	0
s5-0054-0016	30	0	1
s5-0054-0017	32	0	0
s5-0054-0018	31	0	7
s5-0054-0019	30	0	0
s5-0054-0020	32	0	4
s5-0054-0021	31	0	7
s5-0054-0022	69	0	1
s5-0054-0023	231	0	0
s5-0054-0024	31	0	15
s5-0054-0025	233	0	1
s5-0054-0026	33	0	56
s5-0054-0027	33	0	22
s5-0054-0028	233	0	0
s5-0054-0029	232	0	0
s5-0054-0030	235	0	0
s5-0054-0031	234	0	0
s5-0055-0000	239	0	17
s5-0055-0001	238	0	7
s5-0055-0002	236	0	2
s5-0055-0003	235	0	2
s5-0055-0004	33	0	7
s5-0055-0005	228	0	7
s5-0055-0006	231	0	0
s5-0055-0007	228	0	1
s5-0055-0008	235	0	8
s5-0055-0009	234	0	1
s5-0055-0010	243	0	2
s5-0055-0011	238	0	0
s5-0055-0012	236	0	22
s5-0055-0013	31	0	14
s5-0055-0014	30	0	5
s5-0055-0015	31	0	4
s5-0055-0016	235	0	0
s5-0055-0017	228	0	0
s5-0055-0018	31	0	4
s5-0055-0019	227	0	0
s5-0055-0020	33	0	9
s5-0055-0021	240	0	8
s5-0055-0022	227	0	0
s5-0055-0023	232	0	0
s5-0055-0024	233	0	21
s5-0055-0025	230	0	9
s5-0055-0026	233	0	16
s5-0055-0027	39	0	17
s5-0055-0028	231	0	0
s5-0055-0029	228	0	0
s5-0055-0030	230	0	0
s5-0055-0031	30	0	0
s5-0056-0000	332	0	0
s5-0056-0001	48	0	0
s5-0056-0002	323	0	0
s5-0056-0003	329	0	0
s5-0056-0004	282	0	0
s5-0056-0005	40	0	0
s5-0056-0006	83	0	0
s5-0056-0007	40	0	0
s5-0056-0008	40	0	0
s5-0056-0009	278	0	1
s5-0056-0010	291	0	0
s5-0056-0011	288	0	0
s5-0056-0012	298	0	0
s5-0056-0013	41	0	0
s5-0056-0014	293	0	0
s5-0056-0015	42	0	0
s5-0056-0016	283	0	1
s5-0056-0017	38	0	0
s5-0056-0018	40	0	0
s5-0056-0019	40	0	0
s5-0056-0020	42	0	0
s5-0056-0021	42	0	0
s5-0056-0022	293	0	0
s5-0056-0023	294	0	0
s5-0056-0024	306	0	0
s5-0056-0025	307	0	0
s5-0056-0026	44	0	1
s5-0056-0027	42	0	0
s5-0056-0028	352	0	0
s5-0056-0029	54	0	0
s5-0056-0030	94	0	0
s5-0056-0031	55	0	0
s5-0057-0000	33	0	3
s5-0057-0001	31	0	0
s5-0057-0002	30	0	0
s5-0057-0003	31	0	0
s5-0057-0004	30	0	0
s5-0057-0005	29	0	5
s5-0057-0006	31	0	0
s5-0057-0007	31	0	0
s5-0057-0008	30	0	0
s5-0057-0009	31	0	1
s5-0057-0010	32	0	0
s5-0057-0011	30	0	0
s5-0057-0012	231	0	0
s5-0057-0013	31	0	0
s5-0057-0014	31	0	0
s5-0057-0015	227	0	0
s5-0057-0016	66	0	0
s5-0057-0017	231	0	0
s5-0057-0018	230	0	0
s5-0057-0019	231	0	0
s5-0057-0020	31	0	0
s5-0057-0021	239	0	0
s5-0057-0022	233	0	0
s5-0057-0023	235	0	0
s5-0057-0024	234	0	0
s5-0057-0025	31	0	2
s5-0057-0026	232	0	0
s5-0057-0027	231	0	0
s5-0057-0028	235	0	0
s5-0057-0029	232	0	0
s5-0057-0030	30	0	0
s5-0057-0031	235	0	0
s5-0058-0000	244	0	65
s5-0058-0001	240	0	11
s5-0058-0002	30	0	3
s5-0058-0003	237	0	7
s5-0058-0004	31	0	7
s5-0058-0005	229	0	3
s5-0058-0006	225	0	0
s5-0058-0007	224	0	3
s5-0058-0008	31	0	9
s5-0058-0009	230	0	9
s5-0058-0010	239	0	39
s5-0058-0011	228	0	0
s5-0058-0012	31	0	35
s5-0058-0013	234	0	50
s5-0058-0014	225	0	0
s5-0058-0015	226	0	0
s5-0058-0016	31	0	8
s5-0058-0017	231	0	4
s5-0058-0018	226	0	0
s5-0058-0019	33	0	0
s5-0058-0020	240	0	10
s5-0058-0021	240	0	0
s5-0058-0022	31	0	0
s5-0058-0023	32	0	0
s5-0058-0024	32	0	16
s5-0058-0025	32	0	42
s5-0058-0026	68	0	2
s5-0058-0027	32	0	0
s5-0058-0028	30	0	0
s5-0058-0029	36	0	0
s5-0058-0030	31	0	0
s5-0058-0031	30	0	0
s5-0059-0000	33	0	33
s5-0059-0001	32	0	4
s5-0059-0002	232	0	11
s5-0059-0003	30	0	1
s5-0059-0004	221	0	10
s5-0059-0005	31	0	1
s5-0059-0006	31	0	1
s5-0059-0007	228	0	0
s5-0059-0008	234	0	11
s5-0059-0009	30	0	2
s5-0059-0010	70	0	22
s5-0059-0011	32	0	7
s5-0059-0012	237	0	117
s5-0059-0013	43	0	11
s5-0059-0014	224	0	2
s5-0059-0015	29	0	1
s5-0059-0016	232	0	13
s5-0059-0017	231	0	1
s5-0059-0018	229	0	4
s5-0059-0019	233	0	0
s5-0059-0020	33	0	25
s5-0059-0021	33	0	0
s5-0059-0022	30	0	1
s5-0059-0023	31	0	0
s5-0059-0024	30	0	21
s5-0059-0025	235	0	8
s5-0059-0026	32	0	22
s5-0059-0027	235	0	1
s5-0059-0028	32	0	0
s5-0059-0029	31	0	0
s5-0059-0030	32	0	0
s5-0059-0031	231	0	0
s5-0060-0000	34	0	19
s5-0060-0001	240	0	3
s5-0060-0002	30	0	1
s5-0060-0003	69	0	0
s5-0060-0004	30	0	2
s5-0060-0005	31	0	1
s5-0060-0006	230	0	0
s5-0060-0007	30	0	1
s5-0060-0008	236	0	0
s5-0060-0009	32	0	0
s5-0060-0010	32	0	0
s5-0060-0011	236	0	0
s5-0060-0012	31	0	54
s5-0060-0013	233	0	1
s5-0060-0014	227	0	0
s5-0060-0015	235	0	0
s5-0060-0016	232	0	3
s5-0060-0017	232	0	0
s5-0060-0018	231	0	0
s5-0060-0019	231	0	0
s5-0060-0020	238	0	1
s5-0060-0021	32	0	0
s5-0060-0022	236	0	0
s5-0060-0023	236	0	0
s5-0060-0024	32	0	23
s5-0060-0025	230	0	0
s5-0060-0026	226	0	1
s5-0060-0027	234	0	1
s5-0060-0028	235	0	0
s5-0060-0029	235	0	0
s5-0060-0030	30	0	0
s5-0060-0031	229	0	0
s5-0061-0000	240	0	41
s5-0061-0001	239	0	0
s5-0061-0002	233	0	3
s5-0061-0003	238	0	2
s5-0061-0004	31	0	7
s5-0061-0005	31	0	3
s5-0061-0006	224	0	0
s5-0061-0007	29	0	0
s5-0061-0008	227	0	6
s5-0061-0009	232	0	0
s5-0061-0010	234	0	3
s5-0061-0011	69	0	1
s5-0061-0012	235	0	16
s5-0061-0013	235	0	7
s5-0061-0014	31	0	0
s5-0061-0015	31	0	0
s5-0061-0016	231	0	7
s5-0061-0017	30	0	0
s5-0061-0018	223	0	1
s5-0061-0019	30	0	2
s5-0061-0020	33	0	29
s5-0061-0021	32	0	0
s5-0061-0022	31	0	18
s5-0061-0023	31	0	0
s5-0061-0024	30	0	12
s5-0061-0025	30	0	3
s5-0061-0026	31	0	0
s5-0061-0027	36	0	1
s5-0061-0028	219	0	0
s5-0061-0029	31	0	0
s5-0061-0030	67	0	0
s5-0061-0031	231	0	0
s5-0062-0000	51	0	0
s5-0062-0001	47	0	0
s5-0062-0002	323	0	0
s5-0062-0003	48	0	1
s5-0062-0004	286	0	1
s5-0062-0005	40	0	0
s5-0062-0006	281	0	1
s5-0062-0007	40	0	0
s5-0062-0008	288	0	0
s5-0062-0009	283	0	0
s5-0062-0010	292	0	0
s5-0062-0011	285	0	0
s5-0062-0012	298	0	1
s5-0062-0013	45	0	0
s5-0062-0014	40	0	0
s5-0062-0015	42	0	0
s5-0062-0016	41	0	2
s5-0062-0017	38	0	0
s5-0062-0018	83	0	0
s5-0062-0019	40	0	2
s5-0062-0020	295	0	0
s5-0062-0021	299	0	0
s5-0062-0022	306	0	0
s5-0062-0023	40	0	0
s5-0062-0024	44	0	0
s5-0062-0025	310	0	0
s5-0062-0026	47	0	0
s5-0062-0027	44	0	0
s5-0062-0028	54	0	0
s5-0062-0029	54	0	0
s5-0062-0030	358	0	0
s5-0062-0031	360	0	0
s5-0063-0000	247	0	113
s5-0063-0001	240	0	14
s5-0063-0002	239	0	24
s5-0063-0003	237	0	27
s5-0063-0004	231	0	4
s5-0063-0005	228	0	35
s5-0063-0006	30	0	0
s5-0063-0007	230	0	0
s5-0063-0008	238	0	25
s5-0063-0009	232	0	0
s5-0063-0010	237	0	13
s5-0063-0011	237	0	10
s5-0063-0012	237	0	35
s5-0063-0013	32	0	72
s5-0063-0014	235	0	5
s5-0063-0015	229	0	0
s5-0063-0016	31	0	12
s5-0063-0017	226	0	1
s5-0063-0018	232	0	4
s5-0063-0019	68	0	2
s5-0063-0020	240	0	7
s5-0063-0021	241	0	1
s5-0063-0022	235	0	0
s5-0063-0023	29	0	0
s5-0063-0024	97	0	69
s5-0063-0025	233	0	11
s5-0063-0026	233	0	13
s5-0063-0027	239	0	19
s5-0063-0028	234	0	0
s5-0063-0029	31	0	0
s5-0063-0030	233	0	0
s5-0063-0031	31	0	0
s5-0064-0000	241	0	12
s5-0064-0001	237	0	0
s5-0064-0002	234	0	0
s5-0064-0003	236	0	0
s5-0064-0004	30	0	2
s5-0064-0005	230	0	0
s5-0064-0006	31	0	3
s5-0064-0007	29	0	0
s5-0064-0008	31	0	2
s5-0064-0009	30	0	0
s5-0064-0010	33	0	0
s5-0064-0011	32	0	0
s5-0064-0012	30	0	22
s5-0064-0013	69	0	4
s5-0064-0014	229	0	18
s5-0064-0015	30	0	6
s5-0064-0016	30	0	2
s5-0064-0017	229	0	0
s5-0064-0018	31	0	0
s5-0064-0019	30	0	0
s5-0064-0020	31	0	9
s5-0064-0021	33	0	0
s5-0064-0022	31	0	0
